Code X_L2E Y_L2E
M0010610  453813.00 2391849.00
M0014110  460013.00 2396049.00
M0050610  428113.00 2380449.00
M0050620  425213.00 2379049.00
M0064310  423013.00 2381849.00
M0064320  423013.00 2381849.00
M0104010  420013.00 2377849.00
M0105610  420313.00 2378249.00
M0114910  415913.00 2372949.00
M0124010  419113.00 2368749.00
M0134010  423613.00 2366549.00
M0153010  441613.00 2369749.00
M0156510  441813.00 2369749.00
M0234010  454513.00 2372849.00
M0243010  441413.00 2353349.00
M0250610  441313.00 2345549.00
M0250620  439913.00 2348549.00
M0301510  468913.00 2387149.00
M0354001  488913.00 2371649.00
M0361510  487013.00 2369949.00
M0365010  487513.00 2369149.00
M0371510  475813.00 2357149.00
M0384010  473013.00 2362249.00
M0384020  474013.00 2358149.00
M0401510  474013.00 2353049.00
M0416010  466613.00 2338549.00
M0421510  456013.00 2339849.00
M0424810  455513.00 2335449.00
M0434010  447713.00 2339849.00
M0500610  436113.00 2326049.00
M0500620  436213.00 2326149.00
M0504510  440313.00 2328449.00
M0514010  436613.00 2323149.00
M0524110  429513.00 2320549.00
M0525210  431413.00 2327249.00
M0535010  422113.00 2325749.00
M0544010  418713.00 2315149.00
M0556010  412113.00 2328849.00
M0556030  409913.00 2322149.00
M0566210  420513.00 2351649.00
M0566220  420013.00 2348549.00
M0583010  407613.00 2330449.00
M0583020  407913.00 2324149.00
M0613010  402113.00 2351449.00
M0624010  399813.00 2328549.00
M0633010  398313.00 2325549.00
M0653110  396813.00 2322249.00
M0674010  392313.00 2321549.00
M0680610  396213.00 2314549.00
M1021610  529013.00 2357949.00
M1024810  529613.00 2362349.00
M1025510  530013.00 2360049.00
M1034020  526513.00 2357049.00
M1041610  531613.00 2350649.00
M1073010  531813.00 2345749.00
M1073020  534313.00 2347249.00
M1114010  518213.00 2340049.00
M1114011  519513.00 2337449.00
M1124810  523013.00 2332349.00
M1151610  491613.00 2307649.00
M1156110  482913.00 2304749.00
M1213010  486813.00 2336149.00
M1214010  489113.00 2340449.00
M1233010  485313.00 2321149.00
M1233020  485313.00 2321149.00
M1233030  485313.00 2321149.00
M1233040  488213.00 2324649.00
M1244010  480813.00 2322049.00
M1254010  475013.00 2312549.00
M1313010  465213.00 2312349.00
M1324010  467313.00 2314249.00
M1341610  460713.00 2302949.00
M1354020  460213.00 2291049.00
M1424410  440213.00 2287949.00
M1463010  438913.00 2306649.00
M1463020  432213.00 2303649.00
M1464010  434113.00 2307549.00
M1531610  406213.00 2299749.00
M1534510  408413.00 2305049.00
M3000910  411013.00 2389149.00
M3000920  405313.00 2390849.00
M3005510  410113.00 2394649.00
M3014010  402513.00 2385549.00
M3020910  400013.00 2391249.00
M3034010  401613.00 2395349.00
M3040910  396513.00 2393449.00
M3060910  383813.00 2387049.00
M3103010  379013.00 2403149.00
M3103030  386713.00 2413849.00
M3133010  377513.00 2392949.00
M3213010  367413.00 2387249.00
M3223010  377613.00 2377849.00
M3230910  379913.00 2368849.00
M3230920  383613.00 2376449.00
M3237310  380713.00 2374549.00
M3253110  380013.00 2367549.00
M3278010  376113.00 2356149.00
M3278020  372113.00 2354349.00
M3313010  356513.00 2371549.00
M3323010  368313.00 2356649.00
M3340910  370513.00 2339349.00
M3403010  390813.00 2354249.00
M3423010  373113.00 2341549.00
M3504010  367213.00 2336649.00
M3514010  372813.00 2334549.00
M3600910  372713.00 2317649.00
M3630910  373113.00 2302049.00
M3711810  356213.00 2331349.00
M3744010  341913.00 2324649.00
M3771810  355513.00 2313349.00
M3774010  351113.00 2314649.00
M3813010  344013.00 2305549.00
M3816110  342713.00 2305249.00
M3823010  353213.00 2302849.00
M3834010  359513.00 2300049.00
M3834030  359413.00 2298949.00
M3851810  360013.00 2303449.00
M3854810  365313.00 2310449.00
M3861810  367113.00 2301149.00
M3910910  378013.00 2286649.00
M3910911  378013.00 2286649.00
M4101910  381613.00 2278749.00
M4101920  381613.00 2278749.00
M4101921  381613.00 2278749.00
M4114010  378013.00 2281549.00
M5014210  384413.00 2267949.00
M5014220  385213.00 2267849.00
M5102010  394613.00 2247249.00
M5104310  388413.00 2235049.00
M5116900  391313.00 2250849.00
M5124310  386713.00 2250949.00
M5214010  374413.00 2256149.00
M5214020  376413.00 2260149.00
M5215410  366113.00 2251849.00
M5222010  375613.00 2261649.00
M5300010  358613.00 2270849.00
M6013010  343913.00 2262249.00
M6013020  343213.00 2260249.00
M6013030  349713.00 2249049.00
M6014010  350013.00 2247249.00
M6204010  325713.00 2275049.00
M6214010  327713.00 2257249.00
M6240010  306613.00 2252949.00
M6304310  347713.00 2288149.00
M6315610  346513.00 2291249.00
M6323010  345313.00 2289949.00
M6325010  336213.00 2286249.00
M6333010  335413.00 2286549.00
M6333020  312313.00 2280749.00
M6333030  328313.00 2286049.00
M6353020  306413.00 2253149.00
M6357010  300513.00 2259549.00
M6357020  303713.00 2257249.00
M7002410  380513.00 2188549.00
M7005610  378913.00 2193149.00
M7022410  368313.00 2205749.00
M7044010  361313.00 2223049.00
M7112410  337713.00 2230049.00
M7203010  360713.00 2228149.00
M7203020  352313.00 2233449.00
M7206410  361413.00 2232149.00
M7213010  342413.00 2238449.00
M7213020  332813.00 2238849.00
M7302420  325313.00 2238649.00
M7314010  330213.00 2244049.00
M7413010  333913.00 2217449.00
M7433110  325213.00 2219949.00
M7453010  318513.00 2235049.00
M7502410  305913.00 2251249.00
M8000010  300013.00 2251249.00
M8112610  305613.00 2223349.00
M8112630  304613.00 2228749.00
M8124010  305213.00 2228349.00
M8144010  301613.00 2231449.00
M8144020  299713.00 2216849.00
M8205010  310913.00 2233549.00
M8205020  306513.00 2243049.00
M8420010  269113.00 2264749.00
M8503010  266313.00 2280149.00
N0113010  292313.00 2217649.00
N0113020  285713.00 2228149.00
N0113030  289013.00 2222649.00
N0204210  278613.00 2215949.00
N1001510  298013.00 2205049.00
N1014010  295513.00 2206649.00
N1203010  284513.00 2192549.00
N1203020  290013.00 2193749.00
N1203030  290313.00 2193749.00
N2013010  287813.00 2183649.00
N2024010  293213.00 2182849.00
N3001610  348913.00 2199749.00
N3024010  347013.00 2190849.00
N3031610  341713.00 2189549.00
N3113010  336213.00 2193249.00
N3222010  334813.00 2175649.00
N3301610  327313.00 2176749.00
N3304110  326013.00 2180349.00
N3304120  322513.00 2184549.00
N3304130  327313.00 2177749.00
N3308210  329313.00 2180949.00
N3311610  324913.00 2176549.00
N3403010  315713.00 2199649.00
N3403020  312413.00 2189549.00
N3423010  314013.00 2185749.00
N3423020  314313.00 2185249.00
N3504210  316913.00 2173849.00
N3511610  321713.00 2169449.00
N4000610  407413.00 2157749.00
N4010610  401613.00 2157349.00
N4015210  402313.00 2156149.00
N4104010  403913.00 2163249.00
N4104020  402713.00 2170649.00
N4104030  397213.00 2159449.00
N4110620  387513.00 2159949.00
N4300610  380213.00 2151749.00
N4300620  380213.00 2151749.00
N4300621  380313.00 2151949.00
N4300622  380313.00 2151949.00
N4300623  380213.00 2151749.00
N4305210  377713.00 2146449.00
N5101710  370013.00 2167049.00
N5201710  367813.00 2162149.00
N6003010  375613.00 2134149.00
N6003020  367013.00 2138749.00
N6003021  367013.00 2138749.00
N6014010  372613.00 2141349.00
N6014020  369213.00 2141049.00
N6110610  346413.00 2152049.00
N7101810  369313.00 2171149.00
N7114010  361613.00 2182549.00
N7121810  359413.00 2170949.00
N8125010  351213.00 2135949.00
N8127010  348413.00 2136149.00
O0010010  469613.00 1763049.00
O0010020  466713.00 1766449.00
O0010040  465413.00 1769449.00
O0015310  469913.00 1763949.00
O0024010  458213.00 1751049.00
O0050010  461813.00 1772249.00
O0050020  461413.00 1773549.00
O0105110  418213.00 1759949.00
O0126210  433013.00 1756449.00
O0134010  434813.00 1759749.00
O0135510  437113.00 1758249.00
O0155010  442613.00 1748449.00
O0164310  441113.00 1765049.00
O0174010  440013.00 1774449.00
O0185910  452213.00 1782149.00
O0200020  467113.00 1789749.00
O0200030  467313.00 1789549.00
O0200040  467313.00 1789549.00
O0234020  474113.00 1781049.00
O0245810  469713.00 1780749.00
O0290030  487613.00 1796049.00
O0295310  484213.00 1797449.00
O0302510  506013.00 1753049.00
O0355020  519313.00 1753949.00
O0355320  519313.00 1753849.00
O0355610  517513.00 1754749.00
O0362510  508113.00 1767949.00
O0362520  508013.00 1765549.00
O0384010  509613.00 1766849.00
O0392520  508013.00 1768149.00
O0444010  493013.00 1767549.00
O0484010  495213.00 1772649.00
O0485110  494113.00 1772749.00
O0502520  502313.00 1777249.00
O0525010  494913.00 1778349.00
O0545410  482813.00 1777049.00
O0554010  485013.00 1783649.00
O0584310  494513.00 1789349.00
O0592510  489013.00 1795649.00
O0600010  498313.00 1800949.00
O0624010  502513.00 1794249.00
O0744020  521413.00 1787349.00
O0744030  520313.00 1787149.00
O0744040  520713.00 1787049.00
O0794010  507013.00 1805049.00
O0800010  511213.00 1813249.00
O0800011  511213.00 1813149.00
O0915230  450813.00 1792549.00
O0964030  496213.00 1808049.00
O0984010  517413.00 1829149.00
O1002510  555513.00 1731649.00
O1012510  558813.00 1740449.00
O1012520  558213.00 1736849.00
O1074310  547813.00 1742349.00
O1074320  545113.00 1744849.00
O1076010  544813.00 1744849.00
O1115010  524413.00 1745549.00
O1252510  540513.00 1773949.00
O1252515  540513.00 1773949.00
O1372510  538213.00 1803549.00
O1425410  558613.00 1762349.00
O1432910  567213.00 1766949.00
O1432930  566413.00 1765649.00
O1442910  567213.00 1772449.00
O1464010  573813.00 1774949.00
O1484310  560313.00 1770949.00
O1484320  554113.00 1765149.00
O1494310  566013.00 1780249.00
O1494330  565313.00 1776349.00
O1524010  569213.00 1786449.00
O1532910  567113.00 1786849.00
O1576910  559313.00 1778349.00
O1584610  554013.00 1782449.00
O1634010  552213.00 1800049.00
O1652920  547313.00 1805149.00
O1662910  539713.00 1810349.00
O1712510  529313.00 1819049.00
O1712515  529213.00 1819149.00
O1804050  526413.00 1784249.00
O1814010  527113.00 1789449.00
O1814040  526413.00 1795149.00
O1844020  520013.00 1809249.00
O1847410  521513.00 1809949.00
O1874010  524613.00 1828149.00
O1900010  525413.00 1836449.00
O1900015  525413.00 1836449.00
O1934310  505613.00 1820949.00
O1964310  516313.00 1840949.00
O1984310  522413.00 1844649.00
O2034010  520813.00 1854949.00
O2115010  554613.00 1814849.00
O2172510  541213.00 1827949.00
O2186810  534413.00 1836849.00
O2215010  536213.00 1841749.00
O2215910  547813.00 1837349.00
O2222510  530813.00 1847649.00
O2304020  557213.00 1842449.00
O2324010  547913.00 1847049.00
O2344010  527213.00 1861649.00
O2462920  482013.00 1828949.00
O2517410  497413.00 1840349.00
O2552910  511813.00 1859049.00
O2620010  512013.00 1873049.00
O2703320  461213.00 1811449.00
O2703330  465713.00 1816649.00
O2725010  469813.00 1834149.00
O2743320  482413.00 1849749.00
O2825010  492613.00 1859749.00
O2883310  501613.00 1889249.00
O3001020  717613.00 1931049.00
O3005910  718313.00 1928649.00
O3006610  717413.00 1928849.00
O3006710  715913.00 1927649.00
O3011010  713113.00 1929949.00
O3015520  712413.00 1930449.00
O3026210  706713.00 1932249.00
O3031010  702413.00 1928049.00
O3035210  701813.00 1929149.00
O3064010  700713.00 1924549.00
O3064020  699413.00 1916049.00
O3084310  701913.00 1924749.00
O3084320  701113.00 1924649.00
O3094020  700513.00 1925849.00
O3094040  700513.00 1925849.00
O3121010  692613.00 1926549.00
O3141010  670913.00 1912549.00
O3154010  687613.00 1909349.00
O3165010  688113.00 1909249.00
O3165020  688013.00 1909349.00
O3194010  687213.00 1909449.00
O3235510  654213.00 1914049.00
O3237210  660213.00 1906949.00
O3304010  695813.00 1896949.00
O3305610  694813.00 1894749.00
O3314010  690613.00 1897149.00
O3314020  690613.00 1897149.00
O3335010  674813.00 1888149.00
O3345710  691413.00 1902949.00
O3354310  684413.00 1897749.00
O3364010  676413.00 1897249.00
O3394010  663513.00 1900349.00
O3394020  663013.00 1900249.00
O3394030  663513.00 1900349.00
O3395010  669913.00 1902649.00
O3401010  659113.00 1899249.00
O3405210  657213.00 1898549.00
O3414010  664713.00 1886549.00
O3416610  655413.00 1885849.00
O3416710  663413.00 1887149.00
O3416810  660713.00 1888549.00
O3424010  652113.00 1897849.00
O3424030  652013.00 1896249.00
O3454310  646913.00 1897949.00
O3471010  637513.00 1896649.00
O3509310  649913.00 1861749.00
O3554010  640213.00 1882849.00
O3564620  667013.00 1876749.00
O3565410  667413.00 1877049.00
O3566110  662213.00 1877149.00
O3574610  652413.00 1875649.00
O3575510  661913.00 1881349.00
O3584610  643313.00 1884349.00
O3584620  644613.00 1881149.00
O3585710  646913.00 1883549.00
O3594010  639313.00 1884249.00
O3594020  640013.00 1884049.00
O3754010  621313.00 1876249.00
O3774010  616013.00 1880649.00
O3841010  595713.00 1882449.00
O4102510  638413.00 1846349.00
O4134010  633913.00 1848349.00
O4135410  629913.00 1850449.00
O4142510  621013.00 1843649.00
O4155210  618213.00 1847049.00
O4194310  606513.00 1853449.00
O4222510  592413.00 1845149.00
O4222520  593913.00 1845849.00
O4314010  617113.00 1830249.00
O4316410  617113.00 1827049.00
O4316710  615513.00 1827049.00
O4316910  615213.00 1827649.00
O4335010  603413.00 1830649.00
O4335030  603613.00 1832949.00
O4344310  618713.00 1837749.00
O4364310  610313.00 1835149.00
O4375210  609213.00 1835249.00
O4384010  602913.00 1834949.00
O4394010  596613.00 1836949.00
O4514030  570013.00 1832649.00
O4524010  572013.00 1835449.00
O4544020  582113.00 1841749.00
O4692510  558613.00 1855349.00
O4692520  555713.00 1857149.00
O4692550  558613.00 1855549.00
O4704030  608413.00 1868949.00
O4745610  595713.00 1867049.00
O4774010  580313.00 1864049.00
O4794040  569713.00 1863549.00
O4802520  554313.00 1862149.00
O4931010  532313.00 1875749.00
O4941010  520713.00 1891049.00
O4984310  521613.00 1889649.00
O4984320  527313.00 1885349.00
O4991030  514613.00 1898549.00
O5000510  658913.00 1921549.00
O5005710  659713.00 1923449.00
O5005810  658513.00 1922449.00
O5010515  654413.00 1928749.00
O5010535  653313.00 1929449.00
O5015110  654713.00 1929149.00
O5030595  648313.00 1932749.00
O5040510  659113.00 1933549.00
O5042510  640613.00 1933249.00
O5045510  646413.00 1932749.00
O5045610  648913.00 1932349.00
O5055010  642613.00 1935049.00
O5055110  653313.00 1935649.00
O5055310  658913.00 1934049.00
O5092510  620813.00 1928549.00
O5092520  622713.00 1929049.00
O5192510  577313.00 1926949.00
O5192520  577513.00 1927449.00
O5224010  577113.00 1928449.00
O5284310  576613.00 1912049.00
O5292510  570913.00 1905649.00
O5312910  637113.00 1923149.00
O5344010  638113.00 1912249.00
O5424010  605613.00 1904649.00
O5464310  607913.00 1900749.00
O5482910  594013.00 1902749.00
O5482920  601413.00 1902849.00
O5482930  602313.00 1902449.00
O5534010  588913.00 1906949.00
O5572910  570713.00 1904649.00
O5624010  587713.00 1893449.00
O5624020  592813.00 1893349.00
O5664010  563613.00 1903049.00
O5685010  552913.00 1908049.00
O5685020  553013.00 1908749.00
O5754020  546713.00 1891649.00
O5762510  542313.00 1897149.00
O5782510  534313.00 1898249.00
O5834310  540813.00 1917249.00
O5854010  531513.00 1903249.00
O5882510  520113.00 1899449.00
O5901010  506113.00 1902349.00
O5964020  509313.00 1904549.00
O6000010  491713.00 1898949.00
O6094010  480913.00 1894449.00
O6125010  508513.00 1926549.00
O6134010  492713.00 1908449.00
O6140010  479313.00 1903249.00
O6140015  479313.00 1903249.00
O6164310  473413.00 1901949.00
O6194610  473413.00 1910449.00
O6202540  442313.00 1791249.00
O6212530  456513.00 1821749.00
O6312520  462613.00 1867049.00
O6372510  465713.00 1900749.00
O6445010  452013.00 1920049.00
O6465010  448013.00 1907249.00
O6475910  454313.00 1898549.00
O6505010  438213.00 1791249.00
O6514010  439413.00 1792049.00
O6515410  438213.00 1791249.00
O6542930  444013.00 1841049.00
O6554310  440813.00 1791649.00
O6574310  444313.00 1844749.00
O6574320  447413.00 1841149.00
O6612940  443113.00 1856949.00
O6622920  442613.00 1874249.00
O6692910  439813.00 1907149.00
O6793310  432413.00 1899349.00
O6804630  436713.00 1823949.00
O6834620  436913.00 1860549.00
O6874610  435713.00 1880349.00
O7001510  705613.00 1946049.00
O7011510  700213.00 1948049.00
O7015810  701913.00 1949749.00
O7021510  692513.00 1947349.00
O7021530  691713.00 1947049.00
O7035010  690313.00 1941849.00
O7041510  686513.00 1942849.00
O7054010  685613.00 1961349.00
O7085010  677513.00 1950449.00
O7094010  673113.00 1945849.00
O7100601  670613.00 1936849.00
O7100641  670513.00 1937049.00
O7101510  668613.00 1938349.00
O7110502  665013.00 1938149.00
O7115010  665013.00 1938149.00
O7127310  647813.00 1939049.00
O7131510  642213.00 1944849.00
O7145210  649813.00 1955549.00
O7145220  640713.00 1948049.00
O7155010  636513.00 1951349.00
O7175010  630613.00 1953549.00
O7191510  619113.00 1959149.00
O7200710  666913.00 1933349.00
O7202510  683213.00 1967549.00
O7234010  678013.00 1974449.00
O7234020  666413.00 1968949.00
O7234030  671213.00 1972349.00
O7245010  675913.00 1977249.00
O7265010  681113.00 1975749.00
O7272510  680013.00 1982149.00
O7354010  662413.00 2001549.00
O7404010  661413.00 1959949.00
O7404020  662513.00 1959949.00
O7410401  659813.00 1961849.00
O7434010  656113.00 2006149.00
O7444010  659213.00 1980949.00
O7502510  658213.00 1991649.00
O7515510  653413.00 1984549.00
O7535010  647213.00 1994949.00
O7592510  630613.00 1980849.00
O7625210  629413.00 1973149.00
O7635010  627513.00 1980749.00
O7646110  624613.00 1957949.00
O7692510  618613.00 1961249.00
O7701510  615913.00 1960649.00
O7701540  615913.00 1960649.00
O7814010  630813.00 1939249.00
O7825010  619213.00 1943649.00
O7874010  605113.00 1954049.00
O7894010  601513.00 1958949.00
O7911510  591513.00 1953849.00
O7944010  589713.00 1952049.00
O7944020  590013.00 1951649.00
O7971510  574513.00 1950649.00
O7991510  560713.00 1942449.00
O8113510  572013.00 1954249.00
O8113520  576013.00 1956249.00
O8133510  546813.00 1945849.00
O8133520  547713.00 1946749.00
O8231510  528913.00 1939049.00
O8231530  530313.00 1941549.00
O8255010  512113.00 1946149.00
O8264010  588213.00 1965549.00
O8344020  494913.00 1947249.00
O8394310  489413.00 1949349.00
O8474010  477713.00 1932949.00
O8481520  470913.00 1934649.00
O8584010  464413.00 1939849.00
O8661510  440713.00 1924749.00
O9000010  431513.00 1936849.00
O9034010  442113.00 1938849.00
O9060010  431513.00 1936849.00
O9134010  423813.00 1942549.00
O9195614  409613.00 1943749.00
O9195617  405613.00 1949649.00
O9196210  408213.00 1949949.00
O9236010  464613.00 1968749.00
O9285010  442813.00 1966549.00
O9352510  418813.00 1963149.00
O9372510  411813.00 1961849.00
O9424010  401213.00 1944649.00
O9564010  386513.00 1938049.00
O9675010  365713.00 1964849.00
O9675210  364213.00 1964349.00
O9685310  377213.00 1980149.00
O9785310  361413.00 1999749.00
P0000010  637613.00 2060049.00
P0010010  627513.00 2067149.00
P0064310  614513.00 2072349.00
P0084010  611813.00 2071349.00
P0115010  628113.00 2058749.00
P0115020  616013.00 2060249.00
P0135010  608913.00 2058149.00
P0164010  616913.00 2050449.00
P0190010  612913.00 2045749.00
P0212510  638613.00 2045449.00
P0272510  633513.00 2037849.00
P0304010  638513.00 2021449.00
P0364010  632513.00 2037149.00
P0524010  628713.00 2030849.00
P0555010  625713.00 2031749.00
P0614010  629213.00 2050249.00
P0625010  630413.00 2048449.00
P0634010  626813.00 2048949.00
P0654010  617113.00 2043749.00
P0714010  594313.00 2064849.00
P0804010  619213.00 2035749.00
P0814020  616313.00 2037749.00
P0874020  604313.00 2032949.00
P0885010  604013.00 2032949.00
P0885020  622513.00 2017049.00
P0894010  603813.00 2033249.00
P0924010  592413.00 2054549.00
P1024010  599813.00 2020949.00
P1034010  591413.00 2023549.00
P1114010  585513.00 2052049.00
P1144310  583013.00 2043349.00
P1154010  583713.00 2042449.00
P1220010  574313.00 2016849.00
P1350010  568913.00 2010249.00
P1350020  569313.00 2011549.00
P1380010  567913.00 2008149.00
P1422510  603813.00 2013149.00
P1454010  597913.00 2007949.00
P1502510  588713.00 2009049.00
P1592510  569113.00 2009349.00
P1630010  561913.00 2001149.00
P1650010  561113.00 1997549.00
P1712910  622013.00 1996149.00
P1744010  608513.00 1991449.00
P1772910  601113.00 1986749.00
P1780510  601413.00 1985049.00
P1780520  601413.00 1985049.00
P1780810  601313.00 1984949.00
P1802910  599113.00 1986949.00
P1834010  599213.00 1990749.00
P1852910  590713.00 1993849.00
P1902910  589113.00 1995449.00
P1934010  576213.00 1994049.00
P1942910  566713.00 1993849.00
P1962910  560613.00 1990749.00
P2054010  569313.00 1984149.00
P2070010  552713.00 1991249.00
P2070020  553213.00 1990649.00
P2070025  553213.00 1990049.00
P2114010  551713.00 1998849.00
P2175410  547113.00 2000449.00
P2184310  547213.00 1994249.00
P2209910  538713.00 1977749.00
P2274010  538013.00 1982249.00
P2274020  538313.00 1978449.00
P2300010  532713.00 1987149.00
P2315010  531913.00 1989149.00
P2315020  531713.00 1989949.00
P2315310  532213.00 1991849.00
P2380010  510313.00 1979049.00
P2454310  517513.00 1967349.00
P2464010  516713.00 1968749.00
P2484010  507713.00 1977249.00
P2580010  493413.00 1981549.00
P3001010  574313.00 2069849.00
P3015410  573913.00 2066649.00
P3021010  567713.00 2067049.00
P3064010  553313.00 2061549.00
P3131010  539613.00 2047749.00
P3131020  539613.00 2047749.00
P3164010  539013.00 2048049.00
P3194310  535713.00 2040349.00
P3201020  530413.00 2024549.00
P3234010  527713.00 2034449.00
P3245010  526213.00 2030449.00
P3264310  524913.00 2029549.00
P3274010  529413.00 2024549.00
P3322510  570813.00 2052149.00
P3352510  565013.00 2041949.00
P3352520  564313.00 2041449.00
P3464010  557513.00 2035549.00
P3502510  556313.00 2030649.00
P3522510  554213.00 2029049.00
P3614010  568813.00 2038049.00
P3674010  555113.00 2027949.00
P3844010  545213.00 2019849.00
P3922510  534313.00 2018349.00
P3922520  537513.00 2018449.00
P3994010  533413.00 2021349.00
P3994020  533413.00 2021349.00
P4001010  527613.00 2014049.00
P4015010  531613.00 2010849.00
P4015510  531713.00 2010749.00
P4074010  516013.00 2015749.00
P4114010  510713.00 2015549.00
P4135010  515013.00 2012049.00
P4161010  507413.00 2007849.00
P4161020  507913.00 2008049.00
P4271010  491113.00 1990149.00
P5000010  480113.00 1988249.00
P5140010  453313.00 1984849.00
P5320010  441713.00 1984149.00
P5404010  444313.00 1989449.00
P5404020  444013.00 1989149.00
P5420010  441413.00 1984149.00
P5550010  421313.00 1982749.00
P5685610  412313.00 1977249.00
P5715010  400813.00 1972449.00
P5715210  402613.00 1970949.00
P6001510  509013.00 2064049.00
P6045010  494313.00 2060349.00
P6081510  491313.00 2042749.00
P6134010  500513.00 2038949.00
P6161510  490213.00 2032249.00
P6161520  482313.00 2024649.00
P6202510  532813.00 2056549.00
P6222510  523613.00 2049449.00
P6342510  505113.00 2033749.00
P6362510  499713.00 2030949.00
P6382510  485413.00 2022649.00
P7001510  479613.00 2023649.00
P7034010  477713.00 2018749.00
P7041510  471413.00 2021849.00
P7121510  444913.00 2006249.00
P7181510  435313.00 2005349.00
P7181520  435213.00 2005449.00
P7261510  405913.00 2005349.00
P8012510  476213.00 2058449.00
P8022510  471513.00 2046449.00
P8022520  475813.00 2055949.00
P8074010  482613.00 2047949.00
P8102510  470313.00 2041749.00
P8102520  467613.00 2041749.00
P8162510  443313.00 2030449.00
P8162520  444613.00 2030749.00
P8204010  452413.00 2056349.00
P8215010  453713.00 2051449.00
P8235010  442713.00 2053749.00
P8284010  437313.00 2034949.00
P8312520  428413.00 2028849.00
P8394310  418713.00 2027049.00
P8462510  405413.00 2007649.00
P8462520  405313.00 2007249.00
P9001510  403613.00 2006849.00
P9274010  392813.00 2004949.00
P9315010  410813.00 1994449.00
P9414010  378513.00 2019349.00
P9435110  378113.00 2013649.00
Q0015010  423113.00 1769949.00
Q0100010  422613.00 1784049.00
Q0100020  422613.00 1784049.00
Q0100025  422613.00 1784049.00
Q0115710  417813.00 1790049.00
Q0120040  416613.00 1806849.00
Q0120050  418413.00 1793949.00
Q0120060  417113.00 1805849.00
Q0214010  411513.00 1799749.00
Q0224020  413613.00 1809049.00
Q0225010  414313.00 1804249.00
Q0280030  413113.00 1835649.00
Q0354010  414013.00 1836549.00
Q0360010  411013.00 1842649.00
Q0414010  408813.00 1833849.00
Q0435010  411713.00 1835749.00
Q0450010  409613.00 1851749.00
Q0522520  430713.00 1794349.00
Q0522530  429413.00 1800449.00
Q0554010  422013.00 1795549.00
Q0612510  419713.00 1840649.00
Q0613910  418813.00 1840949.00
Q0664010  421013.00 1841749.00
Q0664020  420313.00 1842249.00
Q0672310  415413.00 1847649.00
Q0740010  397613.00 1854449.00
Q0740020  400613.00 1853349.00
Q1094010  392313.00 1852849.00
Q1094020  392313.00 1855549.00
Q1100010  390313.00 1859249.00
Q1100030  390113.00 1859349.00
Q1224010  381013.00 1858749.00
Q1224020  378713.00 1860649.00
Q1240010  366113.00 1867149.00
Q1314010  396313.00 1815049.00
Q1324010  382513.00 1842849.00
Q1385710  362813.00 1863349.00
Q1420010  344313.00 1870449.00
Q2062510  402413.00 1871949.00
Q2094310  399613.00 1872449.00
Q2125310  396113.00 1882549.00
Q2192510  371713.00 1880749.00
Q2242910  405713.00 1884649.00
Q2292910  387713.00 1895549.00
Q2354010  390713.00 1901349.00
Q2364010  389913.00 1899549.00
Q2414310  377613.00 1901149.00
Q2414311  377513.00 1901049.00
Q2414312  377413.00 1900849.00
Q2414313  377613.00 1901149.00
Q2414315  377613.00 1901149.00
Q2544310  368313.00 1890349.00
Q2554310  366913.00 1883849.00
Q2584610  361813.00 1885649.00
Q2593310  359113.00 1883049.00
Q2654010  351013.00 1879749.00
Q3030010  336713.00 1868849.00
Q3054010  363413.00 1854249.00
Q3120010  330913.00 1864749.00
Q3224010  369013.00 1845249.00
Q3354010  360913.00 1840949.00
Q3405105  347713.00 1855249.00
Q3464010  327213.00 1858649.00
Q4124010  410213.00 1756549.00
Q4231010  407813.00 1765549.00
Q4401010  407413.00 1767649.00
Q4564010  399613.00 1769249.00
Q4674010  397013.00 1778549.00
Q4761010  405313.00 1791249.00
Q4801010  397813.00 1792049.00
Q5021010  388613.00 1800449.00
Q5041010  384913.00 1808249.00
Q5114010  383513.00 1812249.00
Q5501010  341813.00 1839349.00
Q6004010  374513.00 1761249.00
Q6014010  373913.00 1769049.00
Q6142910  361213.00 1802849.00
Q6332510  359813.00 1782049.00
Q6404010  354113.00 1787949.00
Q6404020  352813.00 1784949.00
Q7002910  360313.00 1804049.00
Q7322510  338813.00 1810249.00
Q7410000  330113.00 1832149.00
Q7412910  330013.00 1832049.00
Q8032510  326713.00 1820449.00
Q8345910  304313.00 1830049.00
Q9034610  309213.00 1801649.00
Q9102510  303913.00 1809649.00
Q9164610  300913.00 1804949.00
Q9302510  296413.00 1819649.00
Q9312510  297413.00 1824349.00
R0020010  468013.00 2095549.00
R0020011  468013.00 2095549.00
R0100010  448713.00 2129249.00
R0110010  438213.00 2128349.00
R0110020  438113.00 2122949.00
R0220010  437913.00 2106849.00
R0220020  437313.00 2104349.00
R1054010  437913.00 2098749.00
R1132510  471813.00 2082049.00
R1192510  457113.00 2077049.00
R1192520  446613.00 2085449.00
R1264001  454613.00 2069149.00
R1264010  454613.00 2069149.00
R1302510  441413.00 2092349.00
R2015010  428813.00 2111449.00
R2020010  426613.00 2101349.00
R2104010  418213.00 2114449.00
R2125010  418713.00 2104149.00
R2125011  418713.00 2104149.00
R2125020  418413.00 2103349.00
R2125021  418413.00 2103349.00
R2125022  418513.00 2103149.00
R2134010  422613.00 2099449.00
R2134020  422613.00 2099449.00
